city,district,neighborhood,number_of_rooms,area_sqm,building_age,price,property_type,floor,number_of_bathrooms
İzmir,Bornova,Güzeltepe,2+1,61,26,1272000,Villa,4,1
İzmir,Karşıyaka,Merkez,2+1,106,31,1327000,Müstakil,Çatı,1
İstanbul,Üsküdar,Yeşilbahçe,4+1,103,31,1648000,Müstakil,1,2
İzmir,Bornova,Merkez,3+1,137,27,2623000,Rezidans,Zemin,3
Ankara,Keçiören,Güzeltepe,2+1,77,0,1457000,Müstakil,3,3
İstanbul,Üsküdar,Bahçelievler,2+1,91,38,1346000,Villa,Zemin,3
İzmir,Konak,Yeşilbahçe,4+1,117,17,2443000,Daire,4,1
Ankara,Etimesgut,Bahçelievler,1+1,80,48,1238000,Rezidans,Çatı,1
Ankara,Çankaya,Güzeltepe,1+1,42,15,935000,Daire,4,1
Ankara,Yenimahalle,Merkez,5+1,95,29,1925000,Daire,2,1
Ankara,Çankaya,Bahçelievler,5+1,100,1,2265000,Müstakil,Zemin,3
Ankara,Keçiören,Merkez,1+1,100,0,1600000,Rezidans,2,2
İstanbul,Bakırköy,Merkez,4+1,44,34,619000,Müstakil,4,3
İstanbul,Üsküdar,Merkez,3+1,45,9,663000,Rezidans,2,1
İzmir,Bornova,Yeşilbahçe,3+1,78,25,1641000,Rezidans,4,3
Ankara,Yenimahalle,Güzeltepe,3+1,126,40,2185000,Rezidans,Zemin,3
İstanbul,Kadıköy,Merkez,4+1,86,23,1684000,Daire,2,1
İstanbul,Kadıköy,Altıntepe,2+1,42,14,658000,Müstakil,1,3
Ankara,Yenimahalle,Merkez,2+1,37,32,492000,Müstakil,4,2
Ankara,Yenimahalle,Altıntepe,4+1,66,29,989000,Daire,2,2
İstanbul,Bakırköy,Altıntepe,4+1,94,49,1296000,Villa,Zemin,3
Ankara,Etimesgut,Yeşilbahçe,1+1,62,21,1098000,Rezidans,Zemin,3
İstanbul,Beşiktaş,Yeşilbahçe,2+1,115,35,1835000,Villa,3,3
Ankara,Çankaya,Merkez,1+1,88,47,1176000,Rezidans,2,2
Ankara,Yenimahalle,Güzeltepe,2+1,74,12,1620000,Villa,2,1
Ankara,Etimesgut,Bahçelievler,5+1,123,0,2402000,Müstakil,1,1
İstanbul,Kadıköy,Yeşilbahçe,4+1,78,42,1204000,Daire,2,2
İstanbul,Bakırköy,Güzeltepe,1+1,214,21,3338000,Villa,Zemin,2
Ankara,Etimesgut,Merkez,2+1,81,17,1243000,Daire,5,2
Ankara,Yenimahalle,Bahçelievler,5+1,134,25,2476000,Müstakil,2,2
İstanbul,Üsküdar,Merkez,3+1,100,49,1271000,Daire,Çatı,2
İstanbul,Beşiktaş,Güzeltepe,5+1,111,29,2134000,Villa,4,2
İstanbul,Üsküdar,Yeşilbahçe,4+1,126,42,1992000,Villa,2,1
Ankara,Keçiören,Güzeltepe,4+1,129,14,2774000,Müstakil,Zemin,2
İstanbul,Üsküdar,Bahçelievler,4+1,64,10,1473000,Rezidans,2,3
Ankara,Yenimahalle,Merkez,5+1,90,13,1543000,Villa,3,1
Ankara,Keçiören,Altıntepe,2+1,83,1,1432000,Müstakil,Çatı,1
Ankara,Çankaya,Altıntepe,2+1,91,8,2072000,Villa,1,1
Ankara,Etimesgut,Merkez,5+1,149,21,2832000,Rezidans,5,1
İzmir,Buca,Altıntepe,1+1,126,25,1884000,Villa,3,1
İstanbul,Kadıköy,Bahçelievler,4+1,67,43,1146000,Villa,2,2
İzmir,Bornova,Bahçelievler,5+1,96,16,2039000,Rezidans,Çatı,3
Ankara,Etimesgut,Merkez,4+1,79,6,1871000,Villa,3,3
Ankara,Keçiören,Güzeltepe,4+1,78,2,1283000,Daire,Zemin,3
İzmir,Bornova,Güzeltepe,2+1,82,25,1153000,Müstakil,2,2
İzmir,Karşıyaka,Bahçelievler,1+1,93,14,1496000,Villa,2,3
İstanbul,Kadıköy,Güzeltepe,5+1,131,43,1771000,Rezidans,Zemin,3
Ankara,Yenimahalle,Altıntepe,5+1,123,31,1893000,Daire,5,2
İzmir,Karşıyaka,Bahçelievler,5+1,80,13,1280000,Rezidans,Çatı,2
İstanbul,Beşiktaş,Merkez,4+1,31,30,542000,Villa,4,2
İstanbul,Bakırköy,Merkez,2+1,131,19,2544000,Villa,2,2
İzmir,Karşıyaka,Yeşilbahçe,1+1,68,19,921000,Villa,4,2
İstanbul,Bakırköy,Altıntepe,4+1,49,40,892000,Daire,5,2
İzmir,Buca,Altıntepe,4+1,99,1,2117000,Rezidans,Çatı,3
İstanbul,Bakırköy,Merkez,1+1,51,49,694000,Rezidans,1,2
İzmir,Konak,Bahçelievler,5+1,134,19,2038000,Rezidans,1,2
İzmir,Karşıyaka,Güzeltepe,5+1,125,10,1962000,Rezidans,2,3
İzmir,Bornova,Güzeltepe,3+1,98,49,1583000,Müstakil,1,2
Ankara,Çankaya,Merkez,5+1,99,8,1645000,Rezidans,1,2
İstanbul,Kadıköy,Güzeltepe,2+1,131,0,2610000,Rezidans,5,2
İstanbul,Bakırköy,Yeşilbahçe,5+1,82,14,1673000,Villa,1,1
İzmir,Bornova,Merkez,1+1,148,6,2581000,Villa,Zemin,1
Ankara,Çankaya,Bahçelievler,4+1,58,12,1114000,Rezidans,5,2
İstanbul,Kadıköy,Güzeltepe,2+1,103,0,1863000,Daire,3,3
Ankara,Çankaya,Güzeltepe,5+1,123,0,2014000,Villa,5,2
İstanbul,Beşiktaş,Merkez,2+1,119,29,1662000,Daire,5,3
Ankara,Keçiören,Yeşilbahçe,2+1,112,1,2673000,Villa,Çatı,3
Ankara,Keçiören,Yeşilbahçe,1+1,78,24,1582000,Daire,5,3
Ankara,Etimesgut,Merkez,3+1,130,12,2386000,Daire,2,3
İstanbul,Beşiktaş,Yeşilbahçe,3+1,163,1,3491000,Müstakil,5,2
İstanbul,Bakırköy,Güzeltepe,5+1,119,48,2060000,Villa,Zemin,1
İstanbul,Kadıköy,Güzeltepe,4+1,81,12,1641000,Müstakil,4,1
İstanbul,Üsküdar,Güzeltepe,2+1,130,22,2564000,Villa,1,2
Ankara,Keçiören,Yeşilbahçe,4+1,145,22,2117000,Villa,Zemin,3
Ankara,Yenimahalle,Altıntepe,3+1,96,45,1083000,Villa,4,3
İzmir,Karşıyaka,Yeşilbahçe,1+1,103,15,1928000,Villa,Zemin,3
Ankara,Çankaya,Bahçelievler,1+1,122,35,2240000,Rezidans,1,2
Ankara,Etimesgut,Güzeltepe,1+1,151,24,3067000,Rezidans,1,2
Ankara,Yenimahalle,Altıntepe,5+1,126,43,1666000,Rezidans,1,3
Ankara,Çankaya,Yeşilbahçe,4+1,91,22,1615000,Villa,3,2
İzmir,Buca,Yeşilbahçe,2+1,79,4,1520000,Villa,4,1
İstanbul,Üsküdar,Güzeltepe,1+1,117,23,1908000,Daire,3,3
İstanbul,Üsküdar,Güzeltepe,5+1,99,1,1675000,Rezidans,Zemin,1
İzmir,Bornova,Bahçelievler,2+1,108,14,1990000,Rezidans,3,1
İzmir,Karşıyaka,Yeşilbahçe,3+1,98,48,1084000,Daire,1,2
Ankara,Çankaya,Güzeltepe,2+1,105,41,1213000,Villa,4,2
İzmir,Bornova,Güzeltepe,5+1,68,46,1186000,Daire,2,2
İzmir,Bornova,Yeşilbahçe,2+1,62,47,1095000,Villa,3,2
Ankara,Etimesgut,Bahçelievler,1+1,95,26,1717000,Rezidans,5,2
Ankara,Yenimahalle,Altıntepe,3+1,107,34,2110000,Daire,4,1
Ankara,Keçiören,Merkez,2+1,87,5,1371000,Rezidans,3,1
İstanbul,Beşiktaş,Altıntepe,2+1,55,32,878000,Rezidans,2,1
İzmir,Bornova,Bahçelievler,3+1,74,42,1370000,Villa,1,2
İstanbul,Beşiktaş,Bahçelievler,2+1,164,4,2676000,Daire,3,2
Ankara,Etimesgut,Güzeltepe,1+1,112,37,1410000,Rezidans,Zemin,1
Ankara,Çankaya,Merkez,3+1,38,1,711000,Müstakil,3,1
Ankara,Yenimahalle,Altıntepe,5+1,66,36,1005000,Rezidans,5,2
İzmir,Konak,Bahçelievler,2+1,116,22,1921000,Daire,3,1
İstanbul,Kadıköy,Yeşilbahçe,2+1,77,21,1599000,Müstakil,Zemin,2
İstanbul,Kadıköy,Merkez,1+1,90,11,1858000,Müstakil,1,3
Ankara,Yenimahalle,Merkez,5+1,111,3,2248000,Villa,3,3
Ankara,Keçiören,Yeşilbahçe,1+1,106,20,1917000,Villa,4,3
İstanbul,Üsküdar,Yeşilbahçe,2+1,82,14,1708000,Daire,3,2
İstanbul,Bakırköy,Yeşilbahçe,3+1,64,45,931000,Villa,2,2
Ankara,Yenimahalle,Güzeltepe,1+1,129,41,1617000,Müstakil,3,3
İzmir,Buca,Altıntepe,2+1,163,47,2436000,Villa,5,1
İzmir,Karşıyaka,Güzeltepe,2+1,89,34,1614000,Rezidans,1,3
İzmir,Karşıyaka,Bahçelievler,4+1,90,10,1633000,Villa,4,2
İzmir,Buca,Güzeltepe,1+1,157,49,2201000,Müstakil,1,3
İstanbul,Kadıköy,Yeşilbahçe,5+1,144,3,3141000,Daire,2,3
İstanbul,Üsküdar,Güzeltepe,3+1,43,34,807000,Villa,3,1
İstanbul,Üsküdar,Yeşilbahçe,5+1,93,33,1374000,Rezidans,4,1
İzmir,Bornova,Merkez,5+1,92,30,1883000,Müstakil,2,1
İstanbul,Kadıköy,Yeşilbahçe,3+1,108,6,1575000,Daire,4,3
İstanbul,Kadıköy,Yeşilbahçe,2+1,30,10,599000,Müstakil,2,3
Ankara,Keçiören,Yeşilbahçe,3+1,92,25,1484000,Villa,Çatı,2
İzmir,Buca,Bahçelievler,2+1,92,37,1647000,Villa,Zemin,2
Ankara,Keçiören,Bahçelievler,1+1,159,49,2436000,Müstakil,Zemin,3
İstanbul,Beşiktaş,Güzeltepe,2+1,156,48,2695000,Daire,5,1
İzmir,Buca,Altıntepe,5+1,154,19,2648000,Daire,Zemin,3
Ankara,Etimesgut,Yeşilbahçe,4+1,92,42,1635000,Müstakil,Çatı,2
Ankara,Çankaya,Merkez,3+1,128,4,2764000,Daire,4,3
İzmir,Bornova,Bahçelievler,2+1,101,3,1653000,Villa,4,3
İstanbul,Beşiktaş,Merkez,3+1,67,30,1132000,Daire,5,1
İzmir,Konak,Güzeltepe,5+1,33,3,534000,Villa,1,3
İstanbul,Kadıköy,Güzeltepe,4+1,134,38,2178000,Müstakil,5,3
İzmir,Karşıyaka,Altıntepe,2+1,109,30,1570000,Villa,Zemin,2
İzmir,Bornova,Yeşilbahçe,1+1,94,19,1288000,Daire,2,2
İstanbul,Bakırköy,Altıntepe,2+1,91,49,1023000,Villa,Çatı,3
Ankara,Yenimahalle,Merkez,1+1,104,36,1735000,Müstakil,Çatı,3
İzmir,Karşıyaka,Merkez,3+1,126,32,2359000,Müstakil,4,1
İzmir,Konak,Merkez,3+1,75,46,1161000,Müstakil,5,3
Ankara,Keçiören,Güzeltepe,1+1,109,49,1454000,Daire,4,1
İstanbul,Kadıköy,Bahçelievler,3+1,91,3,1895000,Müstakil,5,2
İzmir,Karşıyaka,Bahçelievler,4+1,137,36,2681000,Rezidans,3,2
İzmir,Konak,Yeşilbahçe,4+1,79,42,1088000,Villa,Çatı,1
Ankara,Keçiören,Güzeltepe,3+1,129,42,1475000,Rezidans,5,1
İstanbul,Üsküdar,Yeşilbahçe,3+1,93,8,1573000,Müstakil,5,3
İstanbul,Beşiktaş,Altıntepe,2+1,124,42,2190000,Villa,Çatı,3
İzmir,Karşıyaka,Merkez,4+1,64,5,1362000,Rezidans,2,3
İstanbul,Beşiktaş,Merkez,5+1,95,21,2073000,Müstakil,4,1
Ankara,Yenimahalle,Merkez,5+1,104,47,1130000,Müstakil,4,2
Ankara,Yenimahalle,Yeşilbahçe,2+1,74,45,896000,Müstakil,2,2
İstanbul,Beşiktaş,Bahçelievler,3+1,75,5,1230000,Daire,3,1
İstanbul,Kadıköy,Merkez,4+1,30,48,502000,Rezidans,5,1
Ankara,Etimesgut,Bahçelievler,1+1,120,12,2775000,Daire,5,1
İzmir,Bornova,Yeşilbahçe,4+1,98,16,1617000,Villa,3,1
Ankara,Yenimahalle,Bahçelievler,1+1,120,11,2022000,Müstakil,3,3
İzmir,Karşıyaka,Altıntepe,3+1,156,39,2972000,Villa,2,1
İstanbul,Beşiktaş,Bahçelievler,5+1,74,29,994000,Daire,1,1
İstanbul,Beşiktaş,Merkez,3+1,149,24,2736000,Villa,1,2
İstanbul,Bakırköy,Merkez,1+1,124,10,1955000,Müstakil,Çatı,1
Ankara,Çankaya,Yeşilbahçe,4+1,51,23,857000,Müstakil,Zemin,3
İstanbul,Bakırköy,Merkez,4+1,106,8,1935000,Villa,2,2
İzmir,Konak,Altıntepe,3+1,100,25,1276000,Daire,1,3
Ankara,Yenimahalle,Altıntepe,1+1,148,20,3254000,Villa,Zemin,2
İzmir,Bornova,Merkez,1+1,106,17,1656000,Müstakil,2,3
Ankara,Etimesgut,Merkez,2+1,124,4,1917000,Müstakil,3,2
Ankara,Keçiören,Altıntepe,2+1,85,36,1068000,Daire,1,1
Ankara,Keçiören,Bahçelievler,5+1,88,48,1519000,Villa,2,2
Ankara,Yenimahalle,Güzeltepe,4+1,84,0,1269000,Rezidans,Zemin,3
İstanbul,Bakırköy,Yeşilbahçe,1+1,115,40,1543000,Daire,Çatı,2
Ankara,Yenimahalle,Bahçelievler,3+1,166,31,2753000,Rezidans,Zemin,2
Ankara,Yenimahalle,Güzeltepe,4+1,138,35,1667000,Villa,2,2
İzmir,Konak,Yeşilbahçe,5+1,45,47,744000,Rezidans,5,3
İzmir,Bornova,Bahçelievler,1+1,129,48,1600000,Villa,1,3
İstanbul,Kadıköy,Bahçelievler,5+1,117,4,2428000,Daire,3,3
İzmir,Bornova,Yeşilbahçe,5+1,125,3,1890000,Rezidans,5,1
İstanbul,Kadıköy,Altıntepe,1+1,86,32,1710000,Müstakil,5,1
Ankara,Çankaya,Merkez,2+1,125,43,2171000,Müstakil,1,1
İstanbul,Kadıköy,Yeşilbahçe,5+1,135,49,2105000,Villa,Çatı,1
Ankara,Keçiören,Bahçelievler,1+1,109,22,1537000,Rezidans,3,1
Ankara,Çankaya,Bahçelievler,2+1,81,3,1316000,Daire,2,1
Ankara,Yenimahalle,Altıntepe,2+1,87,12,1701000,Rezidans,3,3
Ankara,Yenimahalle,Merkez,3+1,67,36,1203000,Rezidans,5,1
İzmir,Buca,Yeşilbahçe,2+1,73,39,1109000,Daire,3,3
İzmir,Bornova,Yeşilbahçe,5+1,90,42,1570000,Müstakil,5,1
İzmir,Konak,Yeşilbahçe,4+1,100,31,1780000,Müstakil,Zemin,3
İzmir,Konak,Yeşilbahçe,1+1,92,16,2005000,Villa,1,2
İstanbul,Beşiktaş,Bahçelievler,1+1,113,2,2540000,Villa,4,1
İzmir,Konak,Yeşilbahçe,5+1,124,29,1758000,Villa,2,2
Ankara,Yenimahalle,Yeşilbahçe,2+1,77,18,1044000,Daire,Çatı,2
İstanbul,Beşiktaş,Altıntepe,1+1,136,44,1740000,Rezidans,5,3
İstanbul,Üsküdar,Yeşilbahçe,1+1,106,23,2203000,Daire,Çatı,1
Ankara,Keçiören,Merkez,2+1,91,37,1603000,Daire,1,1
İzmir,Karşıyaka,Yeşilbahçe,5+1,83,43,1262000,Müstakil,Zemin,1
İzmir,Bornova,Yeşilbahçe,4+1,92,11,1530000,Müstakil,4,2
İzmir,Buca,Güzeltepe,3+1,71,48,833000,Villa,Zemin,1
İzmir,Bornova,Yeşilbahçe,3+1,128,47,1896000,Rezidans,Çatı,1
İzmir,Buca,Yeşilbahçe,5+1,41,39,476000,Villa,4,3
Ankara,Çankaya,Yeşilbahçe,5+1,129,15,2593000,Daire,Çatı,2
İzmir,Konak,Bahçelievler,5+1,81,32,1078000,Müstakil,Çatı,2
İstanbul,Üsküdar,Yeşilbahçe,4+1,96,39,1582000,Müstakil,4,3
İzmir,Bornova,Yeşilbahçe,4+1,76,24,1372000,Villa,5,2
İstanbul,Üsküdar,Merkez,1+1,88,32,1520000,Villa,5,2
İstanbul,Beşiktaş,Merkez,5+1,113,49,1584000,Müstakil,3,3
İstanbul,Bakırköy,Yeşilbahçe,2+1,86,5,1633000,Rezidans,5,2
İzmir,Karşıyaka,Altıntepe,4+1,141,10,2865000,Müstakil,3,1
İzmir,Konak,Merkez,2+1,147,34,2759000,Daire,5,1
İzmir,Buca,Güzeltepe,2+1,68,6,1553000,Daire,1,2
İstanbul,Bakırköy,Güzeltepe,2+1,90,3,1663000,Müstakil,Zemin,2
İstanbul,Beşiktaş,Güzeltepe,1+1,130,13,2984000,Daire,4,2
Ankara,Yenimahalle,Güzeltepe,2+1,81,15,1286000,Daire,2,2
Ankara,Etimesgut,Bahçelievler,1+1,57,21,1048000,Rezidans,Zemin,1
Ankara,Etimesgut,Merkez,4+1,85,45,1419000,Müstakil,5,3
İzmir,Bornova,Altıntepe,1+1,112,25,2197000,Daire,1,1
İzmir,Bornova,Altıntepe,2+1,131,20,2176000,Daire,1,1
İzmir,Konak,Altıntepe,3+1,89,32,1365000,Villa,3,2
İstanbul,Beşiktaş,Bahçelievler,3+1,109,44,1292000,Müstakil,3,2
İstanbul,Kadıköy,Merkez,1+1,116,42,1933000,Müstakil,1,2
İstanbul,Kadıköy,Altıntepe,4+1,92,48,1393000,Daire,2,3
İstanbul,Üsküdar,Bahçelievler,5+1,145,29,2942000,Daire,5,1
Ankara,Etimesgut,Bahçelievler,4+1,119,4,2057000,Rezidans,1,3
Ankara,Çankaya,Güzeltepe,4+1,123,40,1434000,Rezidans,Çatı,2
İstanbul,Üsküdar,Güzeltepe,5+1,188,33,2617000,Rezidans,1,3
İstanbul,Beşiktaş,Bahçelievler,2+1,114,32,2225000,Daire,Zemin,3
İstanbul,Üsküdar,Bahçelievler,5+1,154,8,2425000,Müstakil,Zemin,2
İzmir,Konak,Bahçelievler,5+1,89,35,1109000,Daire,2,2
İstanbul,Üsküdar,Güzeltepe,1+1,96,38,1209000,Rezidans,5,1
Ankara,Yenimahalle,Bahçelievler,4+1,92,11,1674000,Rezidans,1,2
İstanbul,Üsküdar,Yeşilbahçe,1+1,117,44,2025000,Rezidans,Zemin,1
İzmir,Bornova,Güzeltepe,5+1,86,34,1478000,Rezidans,Çatı,2
İstanbul,Beşiktaş,Merkez,3+1,106,14,1870000,Daire,3,1
İzmir,Konak,Altıntepe,4+1,93,26,1331000,Villa,1,1
İzmir,Karşıyaka,Güzeltepe,3+1,96,38,1728000,Daire,Zemin,2
İzmir,Buca,Bahçelievler,1+1,30,14,614000,Müstakil,5,3
İzmir,Karşıyaka,Bahçelievler,4+1,119,36,1492000,Rezidans,5,2
Ankara,Çankaya,Merkez,4+1,82,29,1370000,Villa,4,1
İstanbul,Beşiktaş,Yeşilbahçe,5+1,37,33,682000,Rezidans,1,1
İstanbul,Bakırköy,Yeşilbahçe,1+1,104,15,2001000,Daire,2,3
İstanbul,Kadıköy,Güzeltepe,4+1,30,5,683000,Villa,5,2
İzmir,Bornova,Yeşilbahçe,2+1,77,28,1409000,Daire,4,1
İstanbul,Kadıköy,Altıntepe,4+1,37,39,589000,Rezidans,1,3
Ankara,Etimesgut,Bahçelievler,3+1,77,0,1248000,Müstakil,2,3
İzmir,Konak,Merkez,5+1,108,19,2098000,Rezidans,Çatı,3
İstanbul,Bakırköy,Merkez,4+1,77,35,1184000,Villa,Çatı,1
Ankara,Keçiören,Merkez,1+1,106,39,1943000,Villa,1,1
İzmir,Buca,Altıntepe,5+1,107,39,1992000,Müstakil,2,2
İzmir,Karşıyaka,Altıntepe,3+1,107,1,2292000,Müstakil,5,1
Ankara,Çankaya,Güzeltepe,5+1,105,43,1946000,Villa,3,1
İstanbul,Üsküdar,Bahçelievler,4+1,156,7,3734000,Müstakil,5,2
İstanbul,Bakırköy,Altıntepe,2+1,157,37,1970000,Müstakil,1,3
İstanbul,Bakırköy,Altıntepe,1+1,123,49,2093000,Müstakil,1,3
İstanbul,Bakırköy,Güzeltepe,3+1,117,38,1583000,Daire,4,3
İzmir,Bornova,Merkez,3+1,61,20,829000,Villa,Zemin,1
İzmir,Bornova,Yeşilbahçe,5+1,74,12,1115000,Villa,5,2
Ankara,Çankaya,Yeşilbahçe,5+1,96,23,1274000,Daire,5,2
Ankara,Çankaya,Merkez,5+1,165,48,2015000,Daire,Çatı,2
İzmir,Buca,Merkez,5+1,143,37,2520000,Villa,3,3
Ankara,Çankaya,Altıntepe,2+1,66,2,1306000,Villa,4,2
İstanbul,Üsküdar,Merkez,3+1,143,12,3264000,Müstakil,Çatı,3
Ankara,Çankaya,Merkez,5+1,136,39,1967000,Müstakil,Çatı,1
İstanbul,Beşiktaş,Güzeltepe,1+1,144,31,2241000,Villa,4,3
İzmir,Karşıyaka,Merkez,5+1,119,4,2547000,Rezidans,2,3
İstanbul,Beşiktaş,Bahçelievler,3+1,81,43,911000,Daire,1,2
Ankara,Etimesgut,Yeşilbahçe,2+1,69,35,1246000,Daire,Zemin,2
Ankara,Etimesgut,Bahçelievler,5+1,116,39,2190000,Villa,4,1
İzmir,Konak,Bahçelievler,2+1,97,6,1875000,Villa,2,3
İzmir,Karşıyaka,Bahçelievler,4+1,144,31,1864000,Rezidans,2,3
Ankara,Keçiören,Güzeltepe,3+1,154,9,3236000,Daire,4,2
İstanbul,Üsküdar,Yeşilbahçe,5+1,145,18,2651000,Müstakil,1,2
İzmir,Buca,Yeşilbahçe,3+1,84,45,1282000,Daire,Zemin,1
İzmir,Konak,Yeşilbahçe,3+1,89,0,1799000,Daire,Çatı,3
İstanbul,Bakırköy,Merkez,1+1,79,33,1250000,Rezidans,Çatı,3
İstanbul,Kadıköy,Yeşilbahçe,1+1,142,37,2709000,Daire,4,3
İzmir,Bornova,Merkez,2+1,30,34,459000,Villa,2,2
İstanbul,Beşiktaş,Güzeltepe,2+1,132,42,1714000,Daire,5,1
Ankara,Çankaya,Altıntepe,1+1,137,49,1606000,Müstakil,1,1
Ankara,Çankaya,Güzeltepe,1+1,181,40,3248000,Villa,3,2
İstanbul,Üsküdar,Merkez,5+1,30,0,525000,Müstakil,4,2
Ankara,Çankaya,Yeşilbahçe,4+1,71,9,1490000,Rezidans,2,2
Ankara,Çankaya,Merkez,5+1,62,36,934000,Rezidans,1,1
İstanbul,Beşiktaş,Bahçelievler,2+1,81,43,1321000,Daire,3,2
Ankara,Yenimahalle,Altıntepe,1+1,149,11,2357000,Daire,Çatı,3
İstanbul,Bakırköy,Bahçelievler,2+1,88,32,1723000,Rezidans,2,3
Ankara,Etimesgut,Merkez,3+1,80,47,1223000,Rezidans,1,3
İstanbul,Kadıköy,Güzeltepe,2+1,131,3,2033000,Villa,Çatı,2
Ankara,Çankaya,Yeşilbahçe,2+1,107,34,1879000,Daire,5,2
İstanbul,Üsküdar,Altıntepe,1+1,83,38,1235000,Rezidans,Zemin,3
İstanbul,Üsküdar,Yeşilbahçe,5+1,104,14,1663000,Rezidans,Çatı,2
İstanbul,Üsküdar,Merkez,5+1,149,29,2403000,Daire,3,3
Ankara,Çankaya,Altıntepe,3+1,87,49,1344000,Rezidans,Çatı,3
Ankara,Keçiören,Bahçelievler,2+1,60,34,1041000,Daire,5,3
İstanbul,Beşiktaş,Merkez,3+1,80,39,1153000,Villa,5,2
Ankara,Keçiören,Yeşilbahçe,4+1,85,22,1696000,Müstakil,4,1
İstanbul,Bakırköy,Güzeltepe,2+1,32,48,440000,Daire,5,2
İstanbul,Bakırköy,Merkez,2+1,43,42,527000,Villa,2,2
İstanbul,Bakırköy,Yeşilbahçe,4+1,115,15,2377000,Villa,Zemin,2
İzmir,Bornova,Yeşilbahçe,4+1,72,44,1174000,Müstakil,Çatı,1
İstanbul,Beşiktaş,Bahçelievler,5+1,36,21,730000,Rezidans,1,1
İstanbul,Kadıköy,Altıntepe,5+1,106,12,1857000,Daire,3,3
İstanbul,Bakırköy,Yeşilbahçe,3+1,96,32,1687000,Rezidans,Zemin,3
Ankara,Keçiören,Güzeltepe,2+1,79,4,1244000,Daire,4,1
İstanbul,Bakırköy,Merkez,2+1,78,39,1326000,Daire,1,1
Ankara,Çankaya,Bahçelievler,2+1,99,14,1368000,Rezidans,3,3
Ankara,Etimesgut,Merkez,4+1,86,31,1278000,Villa,3,2
Ankara,Etimesgut,Bahçelievler,4+1,61,1,1095000,Daire,Çatı,2
İzmir,Buca,Merkez,3+1,100,39,1594000,Rezidans,2,2
Ankara,Çankaya,Bahçelievler,2+1,150,15,2178000,Müstakil,5,2
İzmir,Buca,Yeşilbahçe,2+1,108,21,1614000,Daire,1,3
İzmir,Karşıyaka,Yeşilbahçe,5+1,117,31,2028000,Müstakil,3,1
İstanbul,Kadıköy,Altıntepe,3+1,71,6,1684000,Daire,Çatı,2
İstanbul,Kadıköy,Yeşilbahçe,3+1,56,9,1027000,Rezidans,Zemin,3
İzmir,Bornova,Altıntepe,3+1,119,32,1621000,Müstakil,2,1
İzmir,Karşıyaka,Bahçelievler,4+1,87,40,1031000,Rezidans,4,2
İstanbul,Kadıköy,Bahçelievler,1+1,72,5,1597000,Villa,Çatı,1
İzmir,Buca,Yeşilbahçe,2+1,155,33,2252000,Müstakil,4,3
Ankara,Keçiören,Altıntepe,2+1,89,22,1403000,Müstakil,3,1
Ankara,Yenimahalle,Yeşilbahçe,1+1,99,42,1354000,Villa,4,2
Ankara,Etimesgut,Bahçelievler,5+1,121,28,2122000,Rezidans,4,1
İstanbul,Bakırköy,Merkez,1+1,100,23,1834000,Daire,5,2
İstanbul,Bakırköy,Merkez,4+1,111,15,2516000,Villa,5,1
İstanbul,Beşiktaş,Merkez,5+1,82,46,1398000,Müstakil,Zemin,3
Ankara,Çankaya,Altıntepe,1+1,160,3,3533000,Villa,1,3
İzmir,Buca,Yeşilbahçe,2+1,82,39,1529000,Daire,2,2
İstanbul,Üsküdar,Altıntepe,2+1,94,26,1408000,Villa,3,1
İstanbul,Kadıköy,Güzeltepe,3+1,125,9,1949000,Rezidans,Zemin,2
İstanbul,Kadıköy,Güzeltepe,5+1,109,17,2012000,Villa,4,2
İstanbul,Üsküdar,Merkez,4+1,81,28,1569000,Daire,Çatı,2
Ankara,Etimesgut,Yeşilbahçe,2+1,61,26,804000,Rezidans,4,1
İstanbul,Beşiktaş,Yeşilbahçe,1+1,65,42,1173000,Villa,4,2
Ankara,Çankaya,Yeşilbahçe,2+1,112,6,2449000,Daire,Çatı,1
İstanbul,Kadıköy,Yeşilbahçe,3+1,121,7,2281000,Villa,2,2
İstanbul,Bakırköy,Bahçelievler,1+1,131,41,1954000,Müstakil,2,2
İzmir,Buca,Güzeltepe,2+1,118,39,1746000,Rezidans,4,3
İstanbul,Kadıköy,Merkez,1+1,117,43,1738000,Müstakil,1,3
İzmir,Karşıyaka,Bahçelievler,4+1,67,25,1214000,Müstakil,5,2
İstanbul,Üsküdar,Güzeltepe,2+1,97,13,2110000,Müstakil,Zemin,1
İstanbul,Beşiktaş,Altıntepe,4+1,146,43,2160000,Villa,3,1
İzmir,Karşıyaka,Altıntepe,4+1,75,4,1681000,Rezidans,2,1
Ankara,Keçiören,Bahçelievler,5+1,139,3,2410000,Müstakil,Çatı,1
Ankara,Etimesgut,Güzeltepe,3+1,113,28,2111000,Villa,4,3
Ankara,Yenimahalle,Bahçelievler,3+1,72,19,1151000,Müstakil,Çatı,1
İstanbul,Üsküdar,Yeşilbahçe,4+1,62,7,1266000,Rezidans,2,2
İzmir,Konak,Bahçelievler,2+1,86,35,1496000,Daire,5,3
İzmir,Karşıyaka,Merkez,1+1,90,3,1683000,Rezidans,4,1
İzmir,Konak,Güzeltepe,4+1,89,44,1236000,Villa,2,2
İzmir,Bornova,Bahçelievler,4+1,60,16,1308000,Müstakil,4,2
